Unnamed: 0,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta
cg22850451,-0.066715309,0.694986751,-3.710523004,0.000227662,0.000688628,-1.102136663,0.755702483,0.688987173,-0.066715309,19,17829496,F,II,MAP1S,TSS1500,shore,TSS1500-shore,chr19:17830104-17830646,,,,,,-0.093031343
cg05988638,0.077624,0.5060132,5.364067896,1.20E-07,5.74E-07,6.12700879,0.435369776,0.512993776,0.077624,9,99838768,F,II,LOC340508,Body,shore,Body-shore,chr9:99839207-99840055,,,,,,0.093027278
cg19486070,0.087444901,0.680050834,3.774165113,0.000177825,0.000547797,-0.869727197,0.600469683,0.687914585,0.087444901,7,1626153,F,I,KIAA1908,Body,opensea,Body-opensea,,,,,,,0.093024047
cg09614876,-0.095145574,0.630296511,-4.108405857,4.58E-05,0.00015561,0.412238852,0.716885828,0.621740255,-0.095145574,4,52861831,R,I,LRRC66,Body,opensea,Body-opensea,,,,,,,-0.092994335
cg01647729,-0.073653586,0.717135183,-5.05320526,5.91E-07,2.60E-06,4.582728331,0.784165246,0.710511659,-0.073653586,14,100594643,F,II,EVL,Body,opensea,Body-opensea,,,TRUE,,,,-0.092959107
cg23841186,0.101920386,0.693669723,7.44652166,3.68E-13,3.10E-12,18.53174779,0.600914839,0.702835226,0.101920386,12,53492662,R,II,IGFBP6,Body,shore,Body-shore,chr12:53491572-53491955,,,,,,0.092957559
cg02567476,-0.113920248,0.800071464,-5.778563712,1.26E-08,6.71E-08,8.31471093,0.903747085,0.789826837,-0.113920248,2,103090077,R,II,SLC9A4,1stExon,opensea,1stExon-opensea,,,,,,,-0.092949179
cg08088161,0.069783145,0.544097829,3.47076857,0.000559331,0.001577977,-1.943814177,0.480590146,0.550373291,0.069783145,19,55791950,F,II,HSPBP1,TSS200,shore,TSS200-shore,chr19:55790848-55791105,,TRUE,,rs79560421,,0.092935734
cg04411841,0.097192812,0.289134568,6.551314887,1.30E-10,8.56E-10,12.77403784,0.200682117,0.297874929,0.097192812,16,58033649,F,II,ZNF319,5'UTR,shore,5'UTR-shore,chr16:58033947-58035548,,,,,rs77580144,0.09293446
cg03834023,0.087630282,0.560149624,8.539081462,1.30E-16,1.53E-15,26.36225434,0.480399763,0.568030045,0.087630282,2,27356128,R,I,PREB,Body,shore,Body-shore,chr2:27356980-27357656,,TRUE,,,rs62128707,0.092930342
cg15395354,0.068507455,0.598414972,3.436568326,0.000633244,0.001767673,-2.059496299,0.536068259,0.604575714,0.068507455,4,100242862,R,II,ADH1B,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.092877669
cg15896259,0.068770939,0.503733576,3.03491549,0.002518759,0.006242101,-3.335554814,0.441147073,0.509918013,0.068770939,8,23312661,F,II,ENTPD4,5'UTR,shelf,5'UTR-shelf,chr8:23314664-23315490,,,,,,0.092871475
cg19632236,0.086748924,0.41920812,2.962039869,0.003186926,0.007726059,-3.550682882,0.340260358,0.427009282,0.086748924,5,5421452,R,II,KIAA0947,TSS1500,shore,TSS1500-shore,chr5:5422125-5423251,,,,,,0.092848246
cg04560832,-0.088360117,0.616824235,-3.96262272,8.38E-05,0.000272703,-0.159541954,0.697238299,0.608878182,-0.088360117,1,150267044,R,II,MRPS21,Body,shore,Body-shore,chr1:150266476-150266689,,,,,,-0.092795169
cg01619045,0.081320293,0.872302012,8.382513717,4.28E-16,4.78E-15,25.18854918,0.798294695,0.879614988,0.081320293,19,21948866,R,II,ZNF100,Body,shore,Body-shore,chr19:21949903-21950217,,,,,,0.092784273
cg04035728,-0.083710595,0.174750219,-7.970610923,9.03E-15,8.88E-14,22.1818939,0.250932882,0.167222288,-0.083710595,8,27323467,R,II,CHRNA2,Body,shelf,Body-shelf,chr8:27320914-27321276,TRUE,,,,,-0.092755097
cg22335801,-0.079744716,0.257697299,-6.401446387,3.28E-10,2.07E-09,11.87129819,0.330270727,0.250526011,-0.079744716,1,1149091,R,II,TNFRSF4,Body,island,Body-island,chr1:1149055-1149524,,,,,,-0.092749969
cg10624729,-0.09198042,0.393804823,-5.367918824,1.17E-07,5.63E-07,6.146661611,0.477513622,0.385533202,-0.09198042,1,78298207,F,II,FAM73A,Body,opensea,Body-opensea,,,TRUE,,,,-0.092738338
cg05875982,0.083402305,0.719374447,4.704186984,3.22E-06,1.29E-05,2.949398028,0.64347235,0.726874655,0.083402305,17,74537284,R,II,PRCD,Body,shelf,Body-shelf,chr17:74533281-74534566,,TRUE,,,,0.092729055
cg15257078,-0.080046988,0.832883023,-4.315029431,1.89E-05,6.80E-05,1.255872666,0.905731541,0.825684553,-0.080046988,7,134255370,F,II,AKR1B15,Body,opensea,Body-opensea,,,,,,,-0.092705957
cg04177015,-0.082012871,0.619678393,-4.455638175,1.01E-05,3.78E-05,1.852086909,0.694316005,0.612303135,-0.082012871,16,89985914,R,II,MC1R,1stExon,island,1stExon-island,chr16:89985913-89986356,,TRUE,,,rs34474212,-0.092705734
cg03077712,-0.082137686,0.517787657,-5.780132764,1.25E-08,6.65E-08,8.323267657,0.59253886,0.510401175,-0.082137686,17,7138739,R,II,DVL2,TSS1500,shore,TSS1500-shore,chr17:7137358-7138133,,,,,,-0.09266218
cg17988310,0.093283443,0.801890504,7.904853334,1.45E-14,1.40E-13,21.71298878,0.71699586,0.810279303,0.093283443,22,40355732,F,II,GRAP2,Body,opensea,Body-opensea,,,TRUE,,,,0.092651682
cg18264789,0.07979379,0.740111086,4.667520347,3.83E-06,1.52E-05,2.784053008,0.667492996,0.747286787,0.07979379,1,115258650,F,II,NRAS,Body,opensea,Body-opensea,,,,,rs11554291,,0.092637707
cg00326908,0.068834147,0.506265115,2.599501911,0.009584312,0.02079812,-4.545354767,0.443621089,0.512455236,0.068834147,8,66755120,F,II,PDE7A,TSS1500,shore,TSS1500-shore,chr8:66753589-66754950,,,,rs6472226,,0.092608845
cg01862366,0.103197379,0.158551895,4.850431043,1.60E-06,6.69E-06,3.620730348,0.064634856,0.167832235,0.103197379,10,95654158,F,II,TMEM20,Body,island,Body-island,chr10:95653641-95654181,,,,,,0.092557967
cg07312601,-0.074054601,0.550532399,-5.224852693,2.47E-07,1.14E-06,5.425096752,0.617927414,0.543872813,-0.074054601,1,19583887,R,II,MRTO4,Body,opensea,Body-opensea,,,,,,,-0.092557332
cg10256726,-0.091080423,0.438995853,-5.747187984,1.50E-08,7.93E-08,8.144037952,0.52188559,0.430805167,-0.091080423,14,35514333,F,II,FAM177A1,1stExon,shore,1stExon-shore,chr14:35515262-35515937,,,,rs34919620,,-0.092536961
cg17307051,-0.084106404,0.417073591,-5.875183655,7.29E-09,3.99E-08,8.845454424,0.493616469,0.409510066,-0.084106404,10,61569177,F,II,CCDC6,Body,opensea,Body-opensea,,TRUE,TRUE,,,,-0.092524669
cg13802595,-0.086284552,0.839955816,-5.18203918,3.08E-07,1.41E-06,5.21259502,0.918480966,0.832196414,-0.086284552,4,76594199,R,II,G3BP2,5'UTR,shelf,5'UTR-shelf,chr4:76597635-76598920,,,,,,-0.092507303
cg17004906,0.08237194,0.766476193,5.763011793,1.37E-08,7.29E-08,8.230010923,0.691511802,0.773883741,0.08237194,1,11727668,F,II,FBXO6,5'UTR,shelf,5'UTR-shelf,chr1:11724113-11724885,,,,rs9430591,,0.092488887
cg22035229,0.065430692,0.831015566,3.414087741,0.000686688,0.001903669,-2.134938756,0.771468929,0.836899621,0.065430692,1,76262648,R,II,MSH4,1stExon,island,1stExon-island,chr1:76262536-76262903,,,,,,0.092479863
cg27395440,0.085649171,0.766679876,5.434337293,8.25E-08,4.03E-07,6.487619102,0.688732969,0.77438214,0.085649171,16,19300049,R,II,LOC728276,Body,opensea,Body-opensea,,,TRUE,,,,0.092468997
cg00601916,0.081373727,0.674643541,7.457439589,3.42E-13,2.88E-12,18.60573346,0.600587595,0.681961322,0.081373727,1,16069388,R,II,TMEM82,Body,shore,Body-shore,chr1:16070628-16070853,,,,,rs75608761,0.092440667
cg13981001,-0.082997996,0.277141268,-7.050187714,5.33E-12,4.02E-11,15.90662989,0.352675415,0.269677419,-0.082997996,9,130211749,R,II,RPL12,Body,shore,Body-shore,chr9:130213143-130214335,,,,,,-0.092425421
cg21416237,0.084118838,0.782524064,8.214219231,1.51E-15,1.60E-14,23.94575055,0.70596987,0.790088708,0.084118838,17,39970091,F,II,FKBP10,Body,shore,Body-shore,chr17:39967407-39968604,,,,rs10655658,,0.092395194
cg20054786,-0.101239906,0.833952882,-5.350067303,1.29E-07,6.15E-07,6.05566533,0.92608848,0.824848574,-0.101239906,4,38799406,F,II,TLR1,Body,opensea,Body-opensea,,,,,,,-0.092391371
cg07104958,0.079717579,0.421771847,5.093319487,4.83E-07,2.15E-06,4.777298803,0.349223115,0.428940694,0.079717579,10,46168551,F,I,ANUBL1,TSS1500,island,TSS1500-island,chr10:46167677-46168642,,,,,,0.092383227
cg00611789,0.108155754,0.24623464,5.439146358,8.04E-08,3.93E-07,6.512452708,0.147805122,0.255960877,0.108155754,5,78985432,F,I,CMYA5,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.09237984
cg14012610,0.102418645,0.304865193,5.678652728,2.19E-08,1.14E-07,7.774101375,0.211656858,0.314075503,0.102418645,3,48673451,R,I,SLC26A6,TSS1500,shore,TSS1500-shore,chr3:48672406-48673160,,,,,,0.092374279
cg08393516,-0.103421336,0.823129402,-6.888596065,1.53E-11,1.10E-10,14.870699,0.917250258,0.813828922,-0.103421336,4,987108,R,II,SLC26A1,1stExon,shore,1stExon-shore,chr4:984926-985695,TRUE,,,,,-0.092374033
cg24417621,-0.078941611,0.429111459,-5.149376503,3.64E-07,1.65E-06,5.051543528,0.500954004,0.422012393,-0.078941611,17,42923814,R,I,HIGD1B,TSS1500,opensea,TSS1500-opensea,,,,,,rs75042717,-0.092281924
cg18746357,-0.090537531,0.416805921,-6.800700054,2.70E-11,1.90E-10,14.3157111,0.499201588,0.408664057,-0.090537531,11,65429465,R,II,RELA,Body,shore,Body-shore,chr11:65430142-65431079,,,,,,-0.092261689
cg13470032,0.071650596,0.193756603,2.785521995,0.005526751,0.012696964,-4.050736232,0.128549406,0.200200002,0.071650596,9,214612,R,II,C9orf66,1stExon,island,1stExon-island,chr9:214586-215431,TRUE,,high-CpG:204595-205208,,,0.092223494
cg11099006,0.114038942,0.180254078,4.651395112,4.13E-06,1.63E-05,2.711716273,0.076470437,0.190509379,0.114038942,17,79860645,F,I,NPB,3'UTR,island,3'UTR-island,chr17:79859808-79860963,TRUE,TRUE,,,,0.092221723
cg05912499,0.085679133,0.807972453,7.636293797,9.84E-14,8.75E-13,19.83030454,0.729998278,0.815677411,0.085679133,16,57786813,F,II,KATNB1,Body,opensea,Body-opensea,,,,,,,0.092221206
cg17992670,-0.092542478,0.792781414,-6.766949062,3.35E-11,2.33E-10,14.10420408,0.877001726,0.784459248,-0.092542478,19,11216306,F,II,LDLR,Body,island,Body-island,chr19:11215904-11216307,,,,,,-0.092217639
cg21086870,-0.085085424,0.75991036,-3.567461558,0.000391617,0.001136004,-1.610822441,0.837344217,0.752258793,-0.085085424,15,41836937,F,II,RPAP1,TSS1500,shore,TSS1500-shore,chr15:41836145-41836612,,,,,,-0.092154724
cg17120366,-0.085426586,0.52920306,-4.135095125,4.10E-05,0.000140083,0.519023896,0.606947399,0.521520813,-0.085426586,10,28571322,F,I,MPP7,TSS1500,opensea,TSS1500-opensea,,,,,rs80120444,,-0.092151868
cg02315696,-0.088576994,0.774096819,-4.638713033,4.38E-06,1.72E-05,2.654987971,0.854708255,0.766131262,-0.088576994,8,125953232,R,II,LOC157381,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.092140055
cg13201461,-0.077467677,0.255028101,-5.926021594,5.45E-09,3.03E-08,9.127831752,0.32552926,0.248061583,-0.077467677,1,109288968,F,II,STXBP3,TSS1500,shore,TSS1500-shore,chr1:109289018-109289822,,,,,,-0.092134992
cg02976323,0.078406694,0.876001268,7.304472485,9.72E-13,7.87E-12,17.57725864,0.804645536,0.88305223,0.078406694,7,140156225,R,II,MKRN1,Body,opensea,Body-opensea,,,TRUE,,,,0.092107279
cg14518948,-0.099276488,0.267211121,-6.644389008,7.28E-11,4.90E-10,13.34367488,0.357559867,0.258283379,-0.099276488,5,68484768,R,II,CENPH,TSS1500,shore,TSS1500-shore,chr5:68485215-68485577,,,,,,-0.092055143
cg23531488,-0.081211304,0.112384921,-8.199447367,1.68E-15,1.78E-14,23.83760522,0.18629305,0.105081746,-0.081211304,7,123198305,R,II,NDUFA5,TSS1500,shore,TSS1500-shore,chr7:123197660-123197925,TRUE,,,,,-0.092049159
cg20147595,-0.104150381,0.41590487,-5.748246769,1.49E-08,7.89E-08,8.149783934,0.51068921,0.406538828,-0.104150381,8,110349212,F,II,ENY2,Body,shelf,Body-shelf,chr8:110345916-110346904,,,,,,-0.092047785
cg23154272,0.085992265,0.705813894,6.835308131,2.16E-11,1.53E-10,14.53351322,0.627554747,0.713547012,0.085992265,1,154966068,R,II,LENEP,1stExon,opensea,1stExon-opensea,,,TRUE,,,,0.092046096
cg05803265,0.096911557,0.791852617,10.59571731,5.13E-24,1.35E-22,43.23526662,0.703656128,0.800567685,0.096911557,1,54352207,R,I,YIPF1,Body,shelf,Body-shelf,chr1:54355354-54355656,,,,,rs12085757,0.092020051
cg23509574,-0.088465926,0.715035071,-4.48936475,8.69E-06,3.28E-05,1.997743179,0.795545428,0.707079502,-0.088465926,22,44708794,F,II,KIAA1644,TSS200,opensea,TSS200-opensea,,,,,rs76561898,,-0.092019148
cg17974185,0.09024634,0.632454701,4.247265527,2.54E-05,8.95E-05,0.974920123,0.550324039,0.640570379,0.09024634,20,36323340,F,II,CTNNBL1,Body,shore,Body-shore,chr20:36322168-36322586,,,,,,0.092002266
cg18057548,0.087621899,0.616655561,7.796951797,3.15E-14,2.94E-13,20.95028749,0.536913329,0.624535228,0.087621899,19,3617614,R,I,C19orf29,Body,shelf,Body-shelf,chr19:3611794-3613658,,,,,,0.091997998
cg04093633,0.094048857,0.393396107,3.516836708,0.000472452,0.00135028,-1.786255823,0.307804881,0.401853738,0.094048857,15,82469848,R,II,EFTUD1,Body,opensea,Body-opensea,,,TRUE,,,,0.091969548
cg26637171,-0.091960256,0.624488187,-4.585705636,5.60E-06,2.17E-05,2.419432649,0.708178636,0.616218379,-0.091960256,19,55882550,F,II,IL11,TSS1500,shore,TSS1500-shore,chr19:55880577-55880922,,TRUE,,,,-0.091960256
cg23587532,0.089262146,0.751567056,6.647153463,7.15E-11,4.82E-10,13.3606989,0.670332081,0.759594228,0.089262146,11,790669,R,II,CEND1,TSS1500,shore,TSS1500-shore,chr11:791953-792400,TRUE,,,,,0.091920073
cg07547788,-0.113715054,0.757698436,-5.144333279,3.73E-07,1.69E-06,5.026759105,0.861187316,0.747472262,-0.113715054,7,93534693,R,II,GNGT1,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.091905287
cg05147578,-0.087421778,0.480024407,-5.646666837,2.61E-08,1.35E-07,7.602801168,0.559584514,0.472162736,-0.087421778,22,18559240,F,II,PEX26,TSS1500,shore,TSS1500-shore,chr22:18560558-18561410,TRUE,,,,,-0.091887966
cg24861686,-0.104358079,0.803026869,-5.721210884,1.73E-08,9.10E-08,8.003355799,0.898000228,0.793642149,-0.104358079,8,11418058,F,II,BLK,Body,shelf,Body-shelf,chr8:11421336-11422434,,,,,,-0.091826179
cg02013987,-0.079971128,0.603857027,-4.503889862,8.14E-06,3.08E-05,2.060787999,0.676636507,0.596665379,-0.079971128,19,44529223,F,II,ZNF222,TSS1500,shore,TSS1500-shore,chr19:44529393-44529778,TRUE,,,,,-0.091809845
cg20875427,0.060180508,0.731867888,3.686318235,0.000249858,0.000750422,-1.189541053,0.677099296,0.737279804,0.060180508,2,152585111,F,II,NEB,Body,opensea,Body-opensea,,,TRUE,,,,0.09179849
cg09827902,0.079017787,0.910484781,12.07996882,5.42E-30,3.33E-28,56.89311695,0.83857291,0.917590697,0.079017787,10,45475610,F,II,C10orf10,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,rs76924090,0.091797628
cg00662963,0.089075349,0.741939072,6.568234257,1.17E-10,7.74E-10,12.87707772,0.660874096,0.749949445,0.089075349,3,138739722,F,I,PRR23B,1stExon,island,1stExon-island,chr3:138738721-138739923,,,,,,0.091739659
cg06140051,0.070300318,0.774310811,5.10310605,4.60E-07,2.05E-06,4.824980273,0.710332464,0.780632782,0.070300318,11,6479361,F,II,TRIM3,Body,shore,Body-shore,chr11:6477603-6478178,,,,,,0.091720254
cg09922452,-0.079511761,0.515314858,-3.758888037,0.000188751,0.000578845,-0.92585897,0.587676281,0.50816452,-0.079511761,16,1116106,F,II,LOC146336,Body,island,Body-island,chr16:1115827-1116468,,,,,,-0.091704916
cg04490349,0.083917417,0.448319359,4.836011025,1.72E-06,7.14E-06,3.553695144,0.371948472,0.455865889,0.083917417,7,5571608,F,I,ACTB,TSS1500,shore,TSS1500-shore,chr7:5569062-5570594,,,,rs2966449,,0.091690005
cg03191029,0.093464857,0.644641989,5.883557899,6.95E-09,3.81E-08,8.891821193,0.559582245,0.653047102,0.093464857,12,50505163,R,II,C12orf62,TSS1500,island,TSS1500-island,chr12:50505138-50506235,,TRUE,,,,0.091650791
cg09095525,-0.09905256,0.41988268,-5.700866794,1.94E-08,1.01E-07,7.893575328,0.510027636,0.410975076,-0.09905256,16,11852095,R,II,ZC3H7A,Body,opensea,Body-opensea,,,TRUE,,,,-0.091643375
cg00110785,-0.072823117,0.183735571,-5.810222407,1.05E-08,5.66E-08,8.487757686,0.250009846,0.177186729,-0.072823117,7,45927947,R,II,IGFBP1,TSS200,shore,TSS200-shore,chr7:45928002-45928585,,TRUE,,,,-0.091629951
cg22236375,0.07612484,0.578320573,3.506896741,0.000490054,0.001396578,-1.820419826,0.509041491,0.585166332,0.07612484,2,100089996,R,II,REV1,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,,0.091624177
cg09632271,0.065034235,0.71866341,2.766383029,0.005857047,0.013378569,-4.103161082,0.659477577,0.724511812,0.065034235,4,68441222,F,II,STAP1,Body,opensea,Body-opensea,,,TRUE,,,,0.091586229
cg15045356,0.086579972,0.868660257,12.63382204,2.45E-32,2.18E-30,62.26068669,0.789866253,0.876446226,0.086579972,11,11969590,F,I,USP47,Body,opensea,Body-opensea,,,TRUE,,,,0.091581287
cg15661415,-0.106933293,0.773001828,-5.333401015,1.41E-07,6.69E-07,5.970957423,0.870318818,0.763385525,-0.106933293,7,54825247,R,II,SEC61G,Body,shore,Body-shore,chr7:54826581-54827188,,,,,,-0.091532987
cg24825210,0.090522087,0.64346221,7.510477117,2.37E-13,2.03E-12,18.96640326,0.561080599,0.651602685,0.090522087,11,60552755,F,II,MS4A10,TSS200,opensea,TSS200-opensea,,,,,,,0.0915204
cg21247874,0.085755665,0.172591885,6.591609506,1.01E-10,6.73E-10,13.01980819,0.09454806,0.180303725,0.085755665,9,37487279,R,II,POLR1E,Body,shore,Body-shore,chr9:37485801-37486099,TRUE,TRUE,,,,0.091520321
cg03723270,-0.107578442,0.616592179,-6.209914926,1.04E-09,6.23E-09,10.74388839,0.714496301,0.606917859,-0.107578442,2,171361326,F,II,MYO3B,Body,opensea,Body-opensea,,,TRUE,,,,-0.091506001
cg18463686,-0.099445021,0.814700173,-3.932610707,9.47E-05,0.000305483,-0.274831952,0.905202297,0.805757276,-0.099445021,7,141646690,R,II,CLEC5A,5'UTR,opensea,5'UTR-opensea,,,,,,,-0.091497642
cg22137772,0.083679659,0.375250111,3.918184085,0.00010035,0.000322441,-0.329956276,0.299095601,0.38277526,0.083679659,3,150755800,R,II,CLRN1OS,Body,opensea,Body-opensea,,TRUE,TRUE,,,,0.091489131
cg02351555,-0.084722722,0.558231226,-4.646441503,4.22E-06,1.66E-05,2.689541197,0.635334998,0.550612276,-0.084722722,19,1526463,R,II,PLK5P,Body,island,Body-island,chr19:1526462-1526681,,,,,,-0.091487558
cg04225902,-0.079938408,0.713562512,-3.463031663,0.00057531,0.001619344,-1.970080245,0.786312214,0.706373806,-0.079938408,5,32585396,R,II,SUB1,TSS1500,shore,TSS1500-shore,chr5:32585603-32586365,,,,,,-0.091453557
cg25783892,-0.10642003,0.828465551,-5.162682383,3.40E-07,1.54E-06,5.117039859,0.925315434,0.818895404,-0.10642003,10,85898649,F,II,GHITM,TSS1500,shore,TSS1500-shore,chr10:85899058-85899640,,,,,,-0.091452004
cg01562897,-0.10745923,0.728316807,-5.608166855,3.23E-08,1.65E-07,7.397758933,0.826112437,0.718653207,-0.10745923,1,39339986,R,II,MYCBP,TSS1500,shore,TSS1500-shore,chr1:39338479-39339349,,,,,,-0.091434095
cg21742836,0.081302775,0.644845671,5.235637861,2.34E-07,1.08E-06,5.478878018,0.570854297,0.652157072,0.081302775,16,30086175,F,II,PPP4C,TSS1500,shore,TSS1500-shore,chr16:30087236-30087842,,,,,,0.091425088
cg09731079,-0.098797147,0.605236255,-5.229551425,2.41E-07,1.12E-06,5.448515073,0.695148766,0.596351619,-0.098797147,16,67263157,R,II,TMEM208,3'UTR,shelf,3'UTR-shelf,chr16:67260744-67261155,,,,,,-0.091417955
cg02268620,0.086985651,0.854619919,6.500515234,1.78E-10,1.16E-09,12.46603387,0.775456719,0.86244237,0.086985651,9,97847913,F,II,MIR24-1,TSS1500,shore,TSS1500-shore,chr9:97848140-97848525,,,,,,0.091394396
cg13786429,0.076432162,0.895963864,9.819247632,4.32E-21,8.12E-20,36.56181379,0.826405097,0.90283726,0.076432162,21,35210094,F,II,ITSN1,3'UTR,opensea,3'UTR-opensea,,,,,,,0.091392614
cg03098629,-0.101808178,0.780920808,-4.962698751,9.26E-07,3.99E-06,4.148894663,0.873573574,0.771765396,-0.101808178,20,5930160,R,II,MCM8,TSS1500,shore,TSS1500-shore,chr20:5930962-5931623,,,,,,-0.091389224
cg11650987,-0.099788571,0.67945176,-4.322317528,1.83E-05,6.59E-05,1.286337231,0.770266538,0.670477968,-0.099788571,12,10280440,F,II,CLEC7A,Body,opensea,Body-opensea,,,,,,,-0.091388023
cg09089421,-0.102399447,0.292981886,-7.847489297,2.20E-14,2.08E-13,21.30646755,0.386172749,0.283773302,-0.102399447,3,127803668,F,II,RUVBL1,Body,opensea,Body-opensea,,,TRUE,,,,-0.091368638
cg09301462,0.072770386,0.778899118,3.655554587,0.000281011,0.000836686,-1.299843596,0.712672831,0.785443218,0.072770386,6,130761021,F,II,TMEM200A,5'UTR,opensea,5'UTR-opensea,,,,,,,0.091355719
cg11734588,-0.080961156,0.529829019,-4.025191997,6.48E-05,0.000214865,0.08347694,0.603509495,0.52254834,-0.080961156,19,49436260,F,II,DHDH,TSS1500,shore,TSS1500-shore,chr19:49436695-49437055,,,,,,-0.091354669
cg06709089,-0.095255938,0.644053023,-5.094746447,4.79E-07,2.14E-06,4.78424596,0.73074278,0.635486842,-0.095255938,17,7466447,R,II,SENP3,Body,shore,Body-shore,chr17:7464666-7465823,,,,,,-0.091342819
cg07632934,-0.084424601,0.729478977,-5.264965347,2.01E-07,9.38E-07,5.62563003,0.806311437,0.721886837,-0.084424601,15,25422945,R,I,SNORD115-9,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.091293292
cg05828191,0.084428352,0.705954012,5.196776892,2.85E-07,1.31E-06,5.285565588,0.629118138,0.71354649,0.084428352,16,75019382,R,I,WDR59,TSS1500,shore,TSS1500-shore,chr16:75018396-75019245,,,,,,0.091282593
cg20653009,0.088068245,0.775837119,7.534835279,2.00E-13,1.73E-12,19.13274381,0.69568868,0.783756925,0.088068245,17,36204252,F,II,LOC284100,Body,opensea,Body-opensea,,TRUE,TRUE,,rs73301318,,0.091272424
cg19782158,-0.083961747,0.736428791,-4.159318909,3.70E-05,0.000127293,0.616507101,0.812840021,0.728878274,-0.083961747,8,36641197,R,II,KCNU1,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.091264956
cg05924537,-0.079915404,0.596342499,-3.621824845,0.000319346,0.00094165,-1.41976844,0.669071265,0.589155862,-0.079915404,3,169588423,F,II,LRRC31,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,-0.091239961
cg26589351,0.085819912,0.85602,8.651832832,5.48E-17,6.69E-16,27.21780709,0.777917706,0.863737618,0.085819912,17,47712139,F,II,SPOP,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,,0.091237511
cg07313720,0.082912134,0.724475202,4.853443549,1.58E-06,6.60E-06,3.634757918,0.649019195,0.731931329,0.082912134,2,209029594,F,II,CRYGA,TSS1500,opensea,TSS1500-opensea,,,,,,,0.091206171
cg19925512,-0.108018263,0.779074903,-5.613043608,3.14E-08,1.61E-07,7.423662194,0.877379294,0.769361031,-0.108018263,22,32750881,F,II,RFPL3,5'UTR,opensea,5'UTR-opensea,,TRUE,,,rs12168398,,-0.091178535
