CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta,DNAm,cutpoint,F1,F1_validate,F1_dif,early_dbeta,later_dbeta,dbate_dif
cg21215929,0.375799471,0.626500596,13.3772671,1.4200000000000002e-35,2.22e-33,69.67091215,0.284496041,0.660295513,0.375799471,5,14873039,R,II,ANKH,TSS1500,shore,TSS1500-shore,chr5:14871391-14871611,,,,,,0.423971856,hyper,0.5,0.903225806,0.872928177,-0.03029763,0.417126024,0.442556149,-0.025430125
cg08320659,0.370388283,0.465447439,10.08297577,4.55e-22,9.54e-21,38.78936636,0.128367455,0.498755738,0.370388283,6,26088202,R,II,HFE,Body,opensea,Body-opensea,,True,True,,,,0.450968583,hyper,0.19,0.901709402,0.885245902,-0.0164635,0.406078165,0.472494983,-0.066416818
cg14539231,0.373137389,0.494941708,13.37451479,1.46e-35,2.2800000000000002e-33,69.64307003,0.15535984,0.528497228,0.373137389,13,43566262,F,II,EPSTI1,1stExon,island,1stExon-island,chr13:43566074-43566508,True,True,,,,0.50529618,hyper,0.39,0.898488121,0.813953488,-0.084534633,0.504362437,0.503533996,0.000828441
cg24167314,0.402137505,0.543795374,11.54956186,8.4e-28,3.7000000000000004e-26,51.88540932,0.177821313,0.579958818,0.402137505,12,103311500,R,II,PAH,TSS200,shore,TSS200-shore,chr12:103311040-103311253,,True,,,,0.480435474,hyper,0.34,0.898488121,0.847457627,-0.051030494,0.430166083,0.536307528,-0.106141445
cg05102394,0.380603779,0.548771802,14.15018782,4.8899999999999997e-39,1.45e-36,77.60140405,0.202394981,0.582998761,0.380603779,4,148402899,R,II,EDNRA,Body,shore,Body-shore,chr4:148402198-148402760,,True,,,,0.424158193,hyper,0.43,0.898047722,0.882681564,-0.015366158,0.426482054,0.428849573,-0.002367519
cg11863717,0.380653389,0.515054209,12.12755974,3.43e-30,2.17e-28,57.34891655,0.16863224,0.549285629,0.380653389,10,73725041,R,I,CHST3,5'UTR,shore,5'UTR-shore,chr10:73723711-73724770,True,,,,,0.400845118,hyper,0.34,0.893709328,0.863636364,-0.030072964,0.410856682,0.396044251,0.014812431
cg06426416,0.389213017,0.505983496,11.78586414,9.03e-29,4.59e-27,54.09978781,0.151771649,0.540984666,0.389213017,4,5710403,R,II,EVC2,5'UTR,island,5'UTR-island,chr4:5709985-5710495,True,,,,,0.525780059,hyper,0.37,0.891304348,0.866666667,-0.024637681,0.532058614,0.519675205,0.012383409
cg00036011,0.374876355,0.478141052,11.27078391,1.1300000000000001e-26,4.23e-25,49.30847873,0.136976599,0.511852955,0.374876355,6,26271718,F,II,HIST1H3G,TSS200,shore,TSS200-shore,chr6:26272470-26272696,True,,,,,0.426664315,hyper,0.28,0.891304348,0.885245902,-0.006058446,0.377100222,0.450431891,-0.073331669
cg13506653,0.370669118,0.478476884,9.47508617,7.64e-20,1.25e-18,33.71778261,0.141141319,0.511810437,0.370669118,4,54965863,F,I,GSX2,TSS1500,shore,TSS1500-shore,chr4:54966163-54968063,True,,,,,0.450021229,hyper,0.17,0.889848812,0.913978495,0.024129683,0.461201462,0.444659947,0.016541515
cg20072171,0.386960506,0.520686004,12.43537568,1.7200000000000002e-31,1.33e-29,60.3218275,0.168524105,0.555484611,0.386960506,3,62356962,R,I,FEZF2,Body,island,Body-island,chr3:62356773-62357315,,,,,,0.445741834,hyper,0.37,0.886462882,0.903225806,0.016762924,0.413989652,0.464082661,-0.050093009
cg20640433,0.371490234,0.488143714,10.23884337,1.18e-22,2.6500000000000003e-21,40.12503128,0.150060875,0.521551109,0.371490234,6,129204206,R,II,LAMA2,TSS200,opensea,TSS200-opensea,,True,True,,,,0.418918456,hyper,0.25,0.886462882,0.913978495,0.027515613,0.40816672,0.424074259,-0.015907539
cg17278864,0.406986846,0.46473028,10.47956501,1.4399999999999997e-23,3.58e-22,42.21512652,0.09434297,0.501329816,0.406986846,17,12877321,F,II,RICH2,Body,island,Body-island,chr17:12877270-12877773,,True,,,,0.442674298,hyper,0.19,0.885964912,0.822857143,-0.063107769,0.450379298,0.438979502,0.011399796
cg23376821,0.374958668,0.462962078,10.64848264,3.2099999999999997e-24,8.689999999999999e-23,43.70115677,0.121722715,0.496681383,0.374958668,6,45391365,R,II,RUNX2,Body,island,Body-island,chr6:45389420-45391646,True,,,,,0.434717826,hyper,0.25,0.88209607,0.807017544,-0.075078526,0.416469793,0.443468345,-0.026998552
cg26530706,0.37238108,0.493832696,9.987457236,1.0300000000000001e-21,2.07e-20,37.97783381,0.154939124,0.527320204,0.37238108,18,32173093,R,II,DTNA,TSS200,opensea,TSS200-opensea,,,True,,,,0.432805733,hyper,0.3,0.864142539,0.847457627,-0.016684912,0.406680795,0.445333481,-0.038652686
